title,runtime_minutes,genres,averagerating,domestic_gross,foreign_gross,year,global_sales
Scouts Guide to the Zombie Apocalypse,93.0,"Action,Comedy,Horror",6.3,3700000.0,12400000.0,2015,16100000.0
Bohemian Rhapsody,134.0,"Biography,Drama,Music",8.0,216400000.0,687200000.0,2018,903600000.0
Hara-Kiri: Death of a Samurai,128.0,Drama,7.4,75700.0,3400000.0,2012,3475700.0
Bol Bachchan,155.0,"Action,Comedy,Drama",5.5,1200000.0,27600000.0,2012,28800000.0
The Zookeeper's Wife,127.0,"Biography,Drama,History",7.0,17600000.0,8600000.0,2017,26200000.0
Ender's Game,114.0,"Action,Adventure,Fantasy",6.6,61700000.0,63800000.0,2013,125500000.0
No One Killed Jessica,136.0,"Biography,Crime,Drama",7.2,441000.0,193000.0,2011,634000.0
Snow White and the Huntsman,127.0,"Action,Adventure,Drama",6.1,155300000.0,241300000.0,2012,396600000.0
Trollhunter,103.0,"Drama,Fantasy,Horror",7.0,253000.0,3900000.0,2011,4153000.0
Jersey Boys,134.0,"Biography,Drama,Music",6.8,47000000.0,20600000.0,2014,67600000.0
I Don't Know How She Does It,89.0,"Comedy,Romance",4.9,9700000.0,20900000.0,2011,30600000.0
Moonrise Kingdom,94.0,"Adventure,Comedy,Drama",7.8,45500000.0,22800000.0,2012,68300000.0
A Dog's Purpose,100.0,"Adventure,Comedy,Drama",7.1,64500000.0,140500000.0,2017,205000000.0
The Day I Saw Your Heart,98.0,"Comedy,Drama",6.6,3500.0,2000000.0,2012,2003500.0
You Will Be My Son,102.0,"Drama,Thriller",6.9,285000.0,3600000.0,2013,3885000.0
Apartment 143,80.0,"Horror,Thriller",5.1,400.0,426000.0,2012,426400.0
Diana,113.0,"Biography,Drama,Romance",5.5,335000.0,21400000.0,2013,21735000.0
Diana,101.0,Mystery,7.0,335000.0,21400000.0,2013,21735000.0
Like Crazy,86.0,"Drama,Romance",6.7,3400000.0,336000.0,2011,3736000.0
Like Crazy,116.0,"Comedy,Drama",7.2,3400000.0,336000.0,2011,3736000.0
The Snowman,119.0,"Crime,Drama,Mystery",5.1,6700000.0,36400000.0,2017,43100000.0
This Is 40,134.0,"Comedy,Romance",6.2,67500000.0,20500000.0,2012,88000000.0
Arbitrage,107.0,"Drama,Thriller",6.6,7900000.0,27600000.0,2012,35500000.0
Killing Them Softly,97.0,"Crime,Thriller",6.2,15000000.0,22900000.0,2012,37900000.0
The Expendables 2,103.0,"Action,Adventure,Thriller",6.6,85000000.0,229900000.0,2012,314900000.0
Silent House,86.0,"Drama,Horror,Mystery",5.3,12800000.0,347000.0,2012,13147000.0
Shadow Dancer,101.0,"Drama,Thriller",6.2,101000.0,319000.0,2013,420000.0
Apollo 18,86.0,"Horror,Mystery,Sci-Fi",5.2,17700000.0,7900000.0,2011,25600000.0
Danny Collins,106.0,"Biography,Comedy,Drama",7.0,5600000.0,5200000.0,2015,10800000.0
Nerve,83.0,"Comedy,Drama",6.8,38600000.0,46700000.0,2016,85300000.0
Nerve,86.0,"Drama,Mystery,Thriller",4.6,38600000.0,46700000.0,2016,85300000.0
Nerve,96.0,"Action,Adventure,Crime",6.5,38600000.0,46700000.0,2016,85300000.0
Nerve,62.0,"Documentary,History",6.2,38600000.0,46700000.0,2016,85300000.0
Wreck-It Ralph,101.0,"Adventure,Animation,Comedy",7.7,189400000.0,281800000.0,2012,471200000.0
Yamla Pagla Deewana,163.0,"Action,Comedy,Drama",5.7,993000.0,600000.0,2011,1593000.0
Paranormal Activity 3,83.0,"Horror,Mystery,Thriller",5.8,104000000.0,103000000.0,2011,207000000.0
Anna Karenina,129.0,"Drama,Romance",6.6,12800000.0,56100000.0,2012,68900000.0
No Escape,103.0,"Action,Thriller",6.8,27300000.0,27100000.0,2015,54400000.0
Widows,100.0,"Comedy,Drama",6.3,42400000.0,33600000.0,2018,76000000.0
Widows,129.0,"Crime,Drama,Thriller",7.0,42400000.0,33600000.0,2018,76000000.0
Kill List,95.0,"Crime,Drama,Horror",6.4,29100.0,143000.0,2012,172100.0
Pirates of the Caribbean: Dead Men Tell No Tales,129.0,"Action,Adventure,Fantasy",6.6,172600000.0,622300000.0,2017,794900000.0
The Maze Runner,113.0,"Action,Mystery,Sci-Fi",6.8,102400000.0,245900000.0,2014,348300000.0
Zero Dark Thirty,157.0,"Drama,Thriller",7.4,95700000.0,37100000.0,2012,132800000.0
The Campaign,85.0,Comedy,6.1,86900000.0,18000000.0,2012,104900000.0
The Campaign,60.0,Documentary,6.9,86900000.0,18000000.0,2012,104900000.0
Inherent Vice,148.0,"Comedy,Crime,Drama",6.7,8100000.0,6600000.0,2014,14700000.0
While We're Young,97.0,"Comedy,Drama,Mystery",6.3,7600000.0,9700000.0,2015,17300000.0
From Up on Poppy Hill,91.0,"Animation,Drama,Family",7.5,1000000.0,60000000.0,2013,61000000.0
Southpaw,124.0,"Drama,Sport",7.4,52400000.0,39500000.0,2015,91900000.0
American Hustle,138.0,"Crime,Drama",7.2,150100000.0,101100000.0,2013,251200000.0
That Awkward Moment,94.0,"Comedy,Romance",6.2,26100000.0,14400000.0,2014,40500000.0
Gold,120.0,"Adventure,Drama,Thriller",6.7,7200000.0,7700000.0,2017,14900000.0
Gold,101.0,"Adventure,Drama,Western",6.2,7200000.0,7700000.0,2017,14900000.0
Gold,88.0,"Comedy,Drama,Family",6.7,7200000.0,7700000.0,2017,14900000.0
Gold,103.0,"Adventure,Drama,History",5.6,7200000.0,7700000.0,2017,14900000.0
Gold,151.0,"Drama,History,Sport",7.4,7200000.0,7700000.0,2017,14900000.0
Step Up Revolution,99.0,"Drama,Music,Romance",6.5,35100000.0,105400000.0,2012,140500000.0
The Lady,132.0,"Biography,Drama,History",7.1,355000.0,3400000.0,2012,3755000.0
The Women on the 6th Floor,102.0,Comedy,7.1,720000.0,22500000.0,2011,23220000.0
Mama,50.0,Drama,4.5,71600000.0,74800000.0,2013,146400000.0
Mama,71.0,Drama,6.8,71600000.0,74800000.0,2013,146400000.0
Mama,100.0,"Horror,Thriller",6.2,71600000.0,74800000.0,2013,146400000.0
Mama,110.0,Drama,6.6,71600000.0,74800000.0,2013,146400000.0
Mama,90.0,Drama,6.7,71600000.0,74800000.0,2013,146400000.0
Son of God,80.0,Documentary,6.8,59700000.0,8100000.0,2014,67800000.0
Son of God,138.0,"Biography,Drama,History",5.8,59700000.0,8100000.0,2014,67800000.0
Jackpot,86.0,"Action,Comedy,Crime",6.6,800.0,1100000.0,2014,1100800.0
Jackpot,132.0,"Comedy,Thriller",2.1,800.0,1100000.0,2014,1100800.0
Jackpot,92.0,Comedy,6.7,800.0,1100000.0,2014,1100800.0
Jackpot,150.0,"Comedy,Romance",7.8,800.0,1100000.0,2014,1100800.0
Unbroken,137.0,"Biography,Drama,Sport",7.2,115600000.0,47800000.0,2014,163400000.0
The Salt of Life,90.0,"Comedy,Romance",6.3,317000.0,1200000.0,2012,1517000.0
After Earth,100.0,"Action,Adventure,Drama",4.8,60500000.0,183300000.0,2013,243800000.0
Ernest & Celestine,80.0,"Adventure,Animation,Comedy",7.9,262000.0,4800000.0,2014,5062000.0
The Place Beyond the Pines,140.0,"Crime,Drama,Thriller",7.3,21400000.0,14100000.0,2013,35500000.0
Girl in Progress,93.0,"Comedy,Drama",5.6,2600000.0,2000000.0,2012,4600000.0
Nebraska,115.0,"Adventure,Comedy,Drama",7.7,17700000.0,10000000.0,2013,27700000.0
The Congress,122.0,"Animation,Drama,Sci-Fi",6.5,138000.0,318000.0,2014,456000.0
The Nut Job,85.0,"Adventure,Animation,Comedy",5.7,64300000.0,56600000.0,2014,120900000.0
Chappie,120.0,"Action,Crime,Drama",6.8,31600000.0,70500000.0,2015,102100000.0
Black Panther,134.0,"Action,Adventure,Sci-Fi",7.3,700100000.0,646900000.0,2018,1347000000.0
Life of the Party,84.0,"Comedy,Drama",7.6,53100000.0,12800000.0,2018,65900000.0
Life of the Party,105.0,Comedy,5.5,53100000.0,12800000.0,2018,65900000.0
Once Upon a Time in Anatolia,157.0,"Crime,Drama",7.9,152000.0,1000000.0,2012,1152000.0
Tales of the Night,84.0,"Animation,Fantasy",6.9,11000.0,1700000.0,2012,1711000.0
The Gambler,105.0,Drama,7.0,33700000.0,5600000.0,2014,39300000.0
The Gambler,111.0,"Crime,Drama,Thriller",6.0,33700000.0,5600000.0,2014,39300000.0
The Gambler,52.0,Documentary,7.6,33700000.0,5600000.0,2014,39300000.0
The Gambler,109.0,"Drama,Thriller",7.2,33700000.0,5600000.0,2014,39300000.0
The Gambler,121.0,"Action,Sci-Fi,Thriller",6.1,33700000.0,5600000.0,2014,39300000.0
Make Your Move,110.0,"Drama,Musical,Romance",5.7,125000.0,1300000.0,2014,1425000.0
Delicacy,108.0,"Comedy,Drama,Romance",6.6,499000.0,9200000.0,2012,9699000.0
A Separation,123.0,"Drama,Thriller",8.3,7100000.0,12800000.0,2011,19900000.0
A Separation,70.0,"Documentary,Drama,Family",6.9,7100000.0,12800000.0,2011,19900000.0
Dhoom 3,172.0,"Action,Thriller",5.4,8000000.0,80000000.0,2013,88000000.0
Chloe,73.0,"Drama,Music,Romance",6.9,3100000.0,8600000.0,2010,11700000.0
The Fifth Estate,128.0,"Biography,Drama,Thriller",6.2,3300000.0,5300000.0,2013,8600000.0
Winter's Tale,118.0,"Drama,Fantasy,Mystery",6.2,12600000.0,18500000.0,2014,31100000.0
Ruby Sparks,104.0,"Comedy,Drama,Fantasy",7.2,2500000.0,6600000.0,2012,9100000.0
Divergent,139.0,"Action,Adventure,Mystery",6.7,150900000.0,137900000.0,2014,288800000.0
The Words,102.0,"Drama,Mystery,Romance",7.1,11500000.0,1700000.0,2012,13200000.0
Chillar Party,135.0,"Comedy,Drama,Family",7.5,6300.0,826000.0,2011,832300.0
Captain America: The Winter Soldier,136.0,"Action,Adventure,Sci-Fi",7.8,259800000.0,454500000.0,2014,714300000.0
The German Doctor,93.0,"Drama,History,Thriller",6.8,418000.0,2600000.0,2014,3018000.0
The Loft,108.0,"Mystery,Romance,Thriller",6.3,6000000.0,4099999.0,2015,10099999.0
Sisters,118.0,Comedy,6.0,87000000.0,18000000.0,2015,105000000.0
Sisters,84.0,Drama,5.7,87000000.0,18000000.0,2015,105000000.0
A Letter to Momo,120.0,"Adventure,Animation,Comedy",7.3,71700.0,6700000.0,2014,6771700.0
Django Unchained,165.0,"Drama,Western",8.4,162800000.0,262600000.0,2012,425400000.0
Percy Jackson: Sea of Monsters,106.0,"Adventure,Family,Fantasy",5.8,68600000.0,131300000.0,2013,199900000.0
End of Watch,109.0,"Action,Crime,Drama",7.6,41000000.0,7100000.0,2012,48100000.0
Resident Evil: Retribution,95.0,"Action,Horror,Sci-Fi",5.4,42300000.0,197700000.0,2012,240000000.0
Blade Runner 2049,164.0,"Drama,Mystery,Sci-Fi",8.0,92100000.0,167200000.0,2017,259300000.0
The Sorcerer and the White Snake,100.0,"Action,Fantasy,Romance",5.9,18800.0,2100000.0,2013,2118800.0
To Rome with Love,112.0,"Comedy,Music,Romance",6.3,16700000.0,56600000.0,2012,73300000.0
17 Girls,86.0,Drama,6.0,15100.0,186000.0,2012,201100.0
Dirty Grandpa,102.0,Comedy,5.9,35600000.0,58500000.0,2016,94100000.0
Turbo,96.0,"Adventure,Animation,Comedy",6.4,83000000.0,199500000.0,2013,282500000.0
Deepwater Horizon,107.0,"Action,Drama,History",7.1,61400000.0,60400000.0,2016,121800000.0
The Sessions,95.0,"Biography,Comedy,Drama",7.2,6000000.0,3100000.0,2012,9100000.0
The East,116.0,"Adventure,Drama,Thriller",6.8,2300000.0,99700.0,2013,2399700.0
Marius,93.0,Drama,6.8,9800.0,2200000.0,2014,2209800.0
The Amazing Spider-Man 2,142.0,"Action,Adventure,Sci-Fi",6.6,202900000.0,506100000.0,2014,709000000.0
The Judge,141.0,"Crime,Drama",7.4,47100000.0,37300000.0,2014,84400000.0
The Judge,76.0,Documentary,7.3,47100000.0,37300000.0,2014,84400000.0
X-Men: Days of Future Past,132.0,"Action,Adventure,Sci-Fi",8.0,233900000.0,513900000.0,2014,747800000.0
The Edge of Seventeen,104.0,"Comedy,Drama",7.3,14400000.0,4400000.0,2016,18800000.0
The Warring States,126.0,"Drama,War",4.6,69000.0,11800000.0,2011,11869000.0
Spotlight,129.0,"Crime,Drama",8.1,45100000.0,53200000.0,2015,98300000.0
Spotlight,99.0,Drama,8.0,45100000.0,53200000.0,2015,98300000.0
Parker,118.0,"Action,Crime,Thriller",6.2,17600000.0,28600000.0,2013,46200000.0
Fast & Furious 6,130.0,"Action,Crime,Thriller",7.1,238700000.0,550000000.0,2013,788700000.0
Flight,138.0,"Drama,Thriller",7.3,93800000.0,68000000.0,2012,161800000.0
Le Chef,84.0,"Comedy,Drama",6.7,343000.0,5900000.0,2014,6243000.0
The Call,94.0,"Crime,Drama,Horror",6.7,51900000.0,16700000.0,2013,68600000.0
The Call,25.0,Documentary,7.9,51900000.0,16700000.0,2013,68600000.0
The Call,109.0,Thriller,6.6,51900000.0,16700000.0,2013,68600000.0
Penguins of Madagascar,92.0,"Adventure,Animation,Comedy",6.7,83400000.0,289700000.0,2014,373100000.0
Magic Mike,110.0,"Comedy,Drama",6.1,113700000.0,53500000.0,2012,167200000.0
Bachelorette,87.0,"Comedy,Romance",5.3,448000.0,11500000.0,2012,11948000.0
Pompeii,105.0,"Action,Adventure,Drama",5.5,23200000.0,94600000.0,2014,117800000.0
Trash,114.0,"Adventure,Crime,Drama",7.2,17500.0,4800000.0,2015,4817500.0
Sinister,110.0,"Horror,Mystery,Thriller",6.8,48100000.0,29600000.0,2012,77700000.0
The Angels' Share,101.0,"Comedy,Crime,Drama",7.0,347000.0,6700000.0,2013,7047000.0
Let's Be Cops,104.0,"Comedy,Crime",6.4,82400000.0,55800000.0,2014,138200000.0
The Protector 2,104.0,Action,5.3,2500.0,3300000.0,2014,3302500.0
The Big Wedding,89.0,"Comedy,Drama,Romance",5.6,21800000.0,24700000.0,2013,46500000.0
Declaration of War,100.0,Drama,7.0,59100.0,5800000.0,2012,5859100.0
Seven Psychopaths,110.0,"Comedy,Crime",7.2,15000000.0,4400000.0,2012,19400000.0
The Greatest Miracle,70.0,"Animation,Drama",4.5,555000.0,2500000.0,2011,3055000.0
Delhi Belly,103.0,"Action,Comedy,Crime",7.6,1500000.0,15200000.0,2011,16700000.0
Mud,130.0,Drama,7.4,21600000.0,11000000.0,2013,32600000.0
Mud,105.0,Drama,6.5,21600000.0,11000000.0,2013,32600000.0
Miss Peregrine's Home for Peculiar Children,127.0,"Adventure,Drama,Fantasy",6.7,87200000.0,209200000.0,2016,296400000.0
Amityville: The Awakening,85.0,"Horror,Thriller",4.9,700.0,7700000.0,2017,7700700.0
Chinese Puzzle,117.0,"Comedy,Drama,Romance",7.0,339000.0,7100000.0,2014,7439000.0
On the Other Side of the Tracks,96.0,"Action,Comedy,Crime",5.8,9600.0,25100000.0,2014,25109600.0
Morgan,89.0,"Drama,Romance",6.8,3900000.0,4900000.0,2016,8800000.0
Morgan,92.0,"Action,Horror,Sci-Fi",5.8,3900000.0,4900000.0,2016,8800000.0
Begin Again,68.0,"Drama,Family",7.0,16200000.0,47300000.0,2014,63500000.0
Begin Again,104.0,"Comedy,Drama,Music",7.4,16200000.0,47300000.0,2014,63500000.0
Gladiators of Rome,94.0,"Adventure,Animation,Comedy",5.2,8200.0,10100000.0,2014,10108200.0
Heroine,149.0,Drama,5.1,599000.0,7400000.0,2012,7999000.0
Heroine,87.0,"Comedy,Drama",6.0,599000.0,7400000.0,2012,7999000.0
Capital,114.0,Drama,6.5,102000.0,2400000.0,2013,2502000.0
The Immigrant,120.0,"Drama,Romance",6.6,2000000.0,3800000.0,2014,5800000.0
The Hangover Part III,100.0,"Adventure,Comedy,Crime",5.8,112200000.0,249800000.0,2013,362000000.0
The Hunger Games: Catching Fire,146.0,"Action,Adventure,Sci-Fi",7.5,424700000.0,440300000.0,2013,865000000.0
The Hunger Games: Mockingjay - Part 1,123.0,"Action,Adventure,Sci-Fi",6.6,337100000.0,418200000.0,2014,755300000.0
The Hunger Games: Mockingjay - Part 2,137.0,"Action,Adventure,Sci-Fi",6.6,281700000.0,371700000.0,2015,653400000.0
Borgman,113.0,"Drama,Horror,Mystery",6.8,57500.0,952000.0,2014,1009500.0
A Coffee in Berlin,86.0,"Comedy,Drama",7.4,150000.0,2600000.0,2014,2750000.0
Sex Tape,94.0,"Comedy,Romance",5.1,38500000.0,87500000.0,2014,126000000.0
Noah,138.0,"Action,Adventure,Drama",5.8,101200000.0,261399999.0,2014,362599999.0
Noah,105.0,"Drama,Thriller",6.5,101200000.0,261399999.0,2014,362599999.0
The Hitman's Bodyguard,118.0,"Action,Comedy,Thriller",6.9,75500000.0,101100000.0,2017,176600000.0
American Assassin,112.0,"Action,Thriller",6.2,36200000.0,31000000.0,2017,67200000.0
The House,109.0,"Drama,Mystery,Thriller",4.6,25600000.0,8600000.0,2017,34200000.0
The House,72.0,Animation,7.3,25600000.0,8600000.0,2017,34200000.0
The House,90.0,Thriller,4.5,25600000.0,8600000.0,2017,34200000.0
The House,88.0,"Comedy,Crime",5.6,25600000.0,8600000.0,2017,34200000.0
Tomorrowland,130.0,"Action,Adventure,Family",6.4,93400000.0,115700000.0,2015,209100000.0
Tomorrowland,70.0,Documentary,6.3,93400000.0,115700000.0,2015,209100000.0
In the House,105.0,"Drama,Mystery,Thriller",7.4,390000.0,11500000.0,2013,11890000.0
Father Figures,113.0,"Adventure,Comedy,Drama",5.5,17500000.0,8100000.0,2017,25600000.0
Father Figures,58.0,Documentary,6.8,17500000.0,8100000.0,2017,25600000.0
The Imposter,99.0,"Biography,Crime,Documentary",7.5,898000.0,1100000.0,2012,1998000.0
Labor Day,111.0,"Drama,Romance",6.9,13400000.0,6900000.0,2014,20300000.0
Tag,91.0,Drama,4.6,54700000.0,23400000.0,2018,78100000.0
Tag,100.0,Comedy,6.5,54700000.0,23400000.0,2018,78100000.0
Tag,85.0,"Action,Fantasy,Horror",6.1,54700000.0,23400000.0,2018,78100000.0
A Most Wanted Man,122.0,"Crime,Drama,Thriller",6.8,17200000.0,19000000.0,2014,36200000.0
King Arthur: Legend of the Sword,126.0,"Action,Adventure,Drama",6.8,39200000.0,109500000.0,2017,148700000.0
The Best of Me,118.0,"Drama,Romance",6.7,26800000.0,9200000.0,2014,36000000.0
Rules Don't Apply,127.0,"Comedy,Drama,Romance",5.7,3700000.0,233000.0,2016,3933000.0
The Two Faces of January,96.0,"Romance,Thriller",6.2,507000.0,13000000.0,2014,13507000.0
Victor Frankenstein,110.0,"Drama,Horror,Sci-Fi",6.0,5800000.0,28500000.0,2015,34300000.0
Policeman,105.0,Drama,6.2,11300.0,27000.0,2014,38300.0
The Good Dinosaur,93.0,"Adventure,Animation,Comedy",6.7,123100000.0,209100000.0,2015,332200000.0
Thor: The Dark World,112.0,"Action,Adventure,Fantasy",6.9,206400000.0,438200000.0,2013,644600000.0
Geostorm,109.0,"Action,Sci-Fi,Thriller",5.3,33700000.0,187900000.0,2017,221600000.0
Pitch Perfect,112.0,"Comedy,Music,Romance",7.2,65000000.0,50300000.0,2012,115300000.0
The Angry Birds Movie,97.0,"Action,Animation,Comedy",6.3,107500000.0,244800000.0,2016,352300000.0
Cloudy with a Chance of Meatballs 2,95.0,"Adventure,Animation,Comedy",6.4,119800000.0,154500000.0,2013,274300000.0
Chernobyl Diaries,86.0,"Horror,Mystery,Thriller",5.0,18100000.0,19000000.0,2012,37100000.0
Our Kind of Traitor,108.0,"Crime,Drama,Thriller",6.2,3200000.0,7600000.0,2016,10800000.0
Hell Fest,89.0,Horror,5.5,11100000.0,7100000.0,2018,18200000.0
Machete Kills,107.0,"Action,Crime,Sci-Fi",5.6,8000000.0,7000000.0,2013,15000000.0
Neighbors,97.0,Comedy,6.3,150200000.0,120500000.0,2014,270700000.0
Neighbors,90.0,"Comedy,Drama",7.6,150200000.0,120500000.0,2014,270700000.0
War Dogs,114.0,"Comedy,Crime,Drama",7.1,43000000.0,43200000.0,2016,86200000.0
The 33,127.0,"Biography,Drama,History",6.9,12200000.0,12700000.0,2015,24900000.0
A Simple Life,118.0,Drama,7.6,192000.0,2600000.0,2012,2792000.0
Pastorela,88.0,"Comedy,Fantasy",6.2,161000.0,2700000.0,2011,2861000.0
The Wind Rises,126.0,"Animation,Biography,Drama",7.8,5200000.0,112700000.0,2014,117900000.0
Violeta Went to Heaven,110.0,"Biography,Drama,Music",7.3,21500.0,1200000.0,2013,1221500.0
Guardians of the Galaxy,121.0,"Action,Adventure,Comedy",8.1,333200000.0,440200000.0,2014,773400000.0
The Smurfs 2,105.0,"Adventure,Animation,Comedy",5.4,71000000.0,276500000.0,2013,347500000.0
All Is Lost,106.0,"Action,Adventure,Drama",6.9,6300000.0,7400000.0,2013,13700000.0
Journey to the West,110.0,"Action,Adventure,Comedy",6.8,18100.0,205600000.0,2014,205618100.0
Journey to the West,56.0,Drama,6.8,18100.0,205600000.0,2014,205618100.0
Diary of a Wimpy Kid: Dog Days,94.0,"Comedy,Family",6.3,49000000.0,28100000.0,2012,77100000.0
Identity Thief,111.0,"Adventure,Comedy,Crime",5.7,134500000.0,39500000.0,2013,174000000.0
Non-Stop,106.0,"Action,Mystery,Thriller",7.0,92200000.0,130600000.0,2014,222800000.0
12 Years a Slave,134.0,"Biography,Drama,History",8.1,56700000.0,131100000.0,2013,187800000.0
War of the Arrows,122.0,Action,7.2,251000.0,45800000.0,2011,46051000.0
The Finest Hours,117.0,"Action,Drama,History",6.8,27600000.0,24500000.0,2016,52100000.0
Mood Indigo,131.0,"Comedy,Drama,Fantasy",6.5,303000.0,9500000.0,2014,9803000.0
The Great Wall,103.0,"Action,Adventure,Fantasy",6.0,45500000.0,289400000.0,2017,334900000.0
The Great Wall,72.0,Documentary,6.5,45500000.0,289400000.0,2017,334900000.0
Inside Llewyn Davis,104.0,"Drama,Music",7.5,13200000.0,19700000.0,2013,32900000.0
Rust and Bone,120.0,"Drama,Romance",7.5,2100000.0,23700000.0,2012,25800000.0
A Bigger Splash,125.0,"Drama,Thriller",6.4,2000000.0,5500000.0,2016,7500000.0
The Railway Man,116.0,"Biography,Drama,Romance",7.1,4400000.0,17900000.0,2014,22300000.0
Postman Pat: The Movie,88.0,"Animation,Comedy,Family",4.6,1500.0,1300000.0,2014,1301500.0
Populaire,111.0,"Comedy,Romance,Sport",6.9,179000.0,5300000.0,2013,5479000.0
Sleepless,95.0,"Action,Crime,Thriller",5.6,20800000.0,12100000.0,2017,32900000.0
Sleepless,120.0,Drama,8.4,20800000.0,12100000.0,2017,32900000.0
Rowdy Rathore,140.0,Action,5.9,777000.0,28600000.0,2012,29377000.0
Steve Jobs,122.0,"Biography,Drama",7.2,17800000.0,16700000.0,2015,34500000.0
A Bottle in the Gaza Sea,100.0,Drama,7.2,5900.0,306000.0,2013,311900.0
The Best Man Holiday,123.0,"Comedy,Drama",6.7,70500000.0,2300000.0,2013,72800000.0
Trouble with the Curve,111.0,"Drama,Sport",6.8,35800000.0,13200000.0,2012,49000000.0
The Imitation Game,114.0,"Biography,Drama,Thriller",8.0,91100000.0,142400000.0,2014,233500000.0
The Players,109.0,Comedy,5.3,10900.0,24600000.0,2014,24610900.0
Captain Underpants: The First Epic Movie,89.0,"Action,Animation,Comedy",6.2,73900000.0,51600000.0,2017,125500000.0
Assassin's Creed,115.0,"Action,Adventure,Sci-Fi",5.8,54600000.0,186300000.0,2016,240900000.0
Haute Cuisine,95.0,"Biography,Comedy",6.4,218000.0,11200000.0,2013,11418000.0
Dumb and Dumber To,109.0,"Adventure,Comedy",5.6,86200000.0,83600000.0,2014,169800000.0
"McFarland, USA",129.0,"Biography,Drama,Sport",7.4,44500000.0,1200000.0,2015,45700000.0
Hit and Run,100.0,"Action,Comedy",6.1,13700000.0,704000.0,2012,14404000.0
Dead Man Down,118.0,"Action,Crime,Drama",6.5,10900000.0,7200000.0,2013,18100000.0
Spring Breakers,94.0,"Comedy,Crime,Drama",5.3,14100000.0,17600000.0,2013,31700000.0
Tammy,97.0,"Comedy,Romance",4.9,84500000.0,16000000.0,2014,100500000.0
Dawn of the Planet of the Apes,130.0,"Action,Adventure,Drama",7.6,208500000.0,502100000.0,2014,710600000.0
Paranormal Activity 4,88.0,"Horror,Mystery,Thriller",4.6,53900000.0,88900000.0,2012,142800000.0
Transformers: Age of Extinction,165.0,"Action,Adventure,Sci-Fi",5.7,245400000.0,858600000.0,2014,1104000000.0
Absolutely Fabulous: The Movie,91.0,"Comedy,Crime",5.4,4800000.0,33100000.0,2016,37900000.0
Hacksaw Ridge,139.0,"Biography,Drama,History",8.1,67200000.0,108100000.0,2016,175300000.0
Alpha,116.0,Crime,5.5,35900000.0,62300000.0,2018,98200000.0
Alpha,80.0,"Drama,Horror,Mystery",7.7,35900000.0,62300000.0,2018,98200000.0
Alpha,96.0,"Adventure,Drama,Family",6.7,35900000.0,62300000.0,2018,98200000.0
Beasts of the Southern Wild,93.0,"Adventure,Drama,Fantasy",7.3,12800000.0,8300000.0,2012,21100000.0
Truth or Dare,85.0,"Horror,Romance,Thriller",6.0,41400000.0,53900000.0,2018,95300000.0
Truth or Dare,100.0,"Comedy,Romance",5.0,41400000.0,53900000.0,2018,95300000.0
Truth or Dare,84.0,"Horror,Thriller",4.8,41400000.0,53900000.0,2018,95300000.0
Truth or Dare,90.0,"Drama,Romance",6.8,41400000.0,53900000.0,2018,95300000.0
Truth or Dare,100.0,"Horror,Thriller",5.2,41400000.0,53900000.0,2018,95300000.0
Collide,99.0,"Action,Crime,Thriller",5.7,2300000.0,2500000.0,2017,4800000.0
San Andreas,114.0,"Action,Adventure,Drama",6.1,155200000.0,318800000.0,2015,474000000.0
Second Act,103.0,"Comedy,Drama,Romance",5.8,39300000.0,33000000.0,2018,72300000.0
The Bling Ring,90.0,"Biography,Crime,Drama",5.6,5800000.0,13300000.0,2013,19100000.0
White Elephant,105.0,Drama,6.5,8900.0,4400000.0,2013,4408900.0
Life's a Breeze,83.0,"Comedy,Drama",6.3,3500.0,99700.0,2014,103200.0
Saving Mr. Banks,125.0,"Biography,Comedy,Drama",7.5,83300000.0,34600000.0,2013,117900000.0
The Accountant,128.0,"Action,Crime,Drama",7.3,86300000.0,68900000.0,2016,155200000.0
The Walk,89.0,"Crime,Thriller",6.8,10100000.0,51000000.0,2015,61100000.0
The Walk,123.0,"Adventure,Biography,Drama",7.3,10100000.0,51000000.0,2015,61100000.0
I Still See You,98.0,"Fantasy,Thriller",5.7,1400.0,1500000.0,2018,1501400.0
Horrible Bosses 2,108.0,"Comedy,Crime",6.3,54400000.0,53200000.0,2014,107600000.0
St. Vincent,102.0,"Comedy,Drama",7.3,44100000.0,10700000.0,2014,54800000.0
Maps to the Stars,111.0,"Comedy,Drama",6.2,351000.0,988000.0,2015,1339000.0
3 Days to Kill,117.0,"Action,Drama,Thriller",6.2,30700000.0,21900000.0,2014,52600000.0
Metallica Through the Never,93.0,Music,7.2,3400000.0,4600000.0,2013,8000000.0
For a Woman,110.0,Drama,6.5,32299.0,1200000.0,2014,1232299.0
The Monuments Men,118.0,"Comedy,Drama,History",6.1,78000000.0,77000000.0,2014,155000000.0
Barbara,105.0,Drama,7.2,1000000.0,3100000.0,2012,4100000.0
Barbara,98.0,"Biography,Drama,Music",6.1,1000000.0,3100000.0,2012,4100000.0
American Sniper,133.0,"Action,Biography,Drama",7.3,350100000.0,197300000.0,2014,547400000.0
Into the Woods,125.0,"Adventure,Comedy,Drama",6.0,128000000.0,85100000.0,2014,213100000.0
Earth to Echo,91.0,"Adventure,Family,Sci-Fi",5.8,38900000.0,6400000.0,2014,45300000.0
The Purge,85.0,"Horror,Thriller",5.7,64500000.0,24900000.0,2013,89400000.0
